N,coverage_mean,coverage_std,set_size_mean,set_size_std
10,0.8831999999999999,0.08936979355464574,50.401599999999995,32.29654975132793
25,0.9808999999999998,0.013243488966280763,98.74419999999999,17.254237333478407
50,0.9372,0.0326949537390711,62.64949999999999,15.97796412406787
100,0.9279,0.023642969356660746,55.44690000000001,11.87230520960441
250,0.9243,0.01053138167573468,51.44069999999999,5.692211600950899
